"AbilityDefBPerfectAim.Description.Details";"PASSIVE: The Bounty Hunter's attacks bypass armor and deal structure damage to the target.";"ПАССИВНО: атаки охотника за головами минуют бронюи бьют сразу по структуре цели.";;"#000000";"#FFFFFF"
"AbilityDefGu8.GU8Melee.EffectData1.Details";"Melee attacks deal 10% more damage.";"Рукоп. атаки наносят на 10% больше урона.";;"#000000";"#FFFFFF"
"AbilityDefGu8.GU8Melee.EffectData1.Name";"MELEE DAMAGE INCREASED";"РУКОП. УРОН ПОВЫШЕН";;"#000000";"#FFFFFF"
"AbilityDefGu8.GU8MELEEACC.EffectData3.Details";"+2 Accuracy";"+2 точность";;"#000000";"#FFFFFF"
"AbilityDefGu8.GU8MELEEACC.EffectData3.Name";"GU8MELEEACC";"GU8MELEEACC";;"#000000";"#FFFFFF"
"AbilityDefGu8.StatusEffect-BerserkerDebuff.EffectData5.Details";"Provides a penalty to all attacks against this unit.";"Дает штраф ко всем атакам по этому юниту.";;"#000000";"#FFFFFF"
"AbilityDefGu8.StatusEffect-BerserkerDebuff.EffectData5.Name";"HARDER TO HIT";"ТЯЖЕЛЕЕ ПОПАСТЬ";;"#000000";"#FFFFFF"
"AbilityDefHiredGuns.Description.Details";"PASSIVE: The Bounty Hunter and his Associates have near-perfect Called Shots and deal 20% more damage with all attacks.";"ПАССИВНО: охотник за головами и его подельники имеют близкий к идеальному Offensive Push и наносят на 20% больше урона.";;"#000000";"#FFFFFF"
"AbilityDefHiredGuns.Description.Name";"Hired Guns";"Наёмные стволы";;"#000000";"#FFFFFF"
"AbilityDefHiredGuns.ShortDesc";"Perfect Call Shots and 10% Damage Boost";"Идеальный Offensive Push и +10% усиление урона";;"#000000";"#FFFFFF"
"AbilityDefHiredGuns.StatusEffect-HiredGuns-CalledShotBoost.EffectData0.Details";"The Bounty Hunter and his Associates have near-perfect Called Shots and deal 20% more damage with all attacks.";"Охотник за головами и его подельники имеют близкий к идеальному Offensive Push и наносят на +20% больше урона.";;"#000000";"#FFFFFF"
"AbilityDefHiredGuns.StatusEffect-HiredGuns-CalledShotBoost.EffectData0.Name";"HIRED GUNS";"НАЁМНЫЕ СТВОЛЫ";;"#000000";"#FFFFFF"
"AbilityDefHiredGuns.StatusEffect-HiredGuns-DamageBoost.EffectData1.Details";"The Bounty Hunter and his Associates have near-perfect Called Shots and deal [AMT] more damage with all attacks.";"Охотник за головами и его подельники имеют близкий к идеальному Offensive Push и наносят на [AMT] больше урона.";;"#000000";"#FFFFFF"
"AbilityDefHiredGuns.StatusEffect-HiredGuns-DamageBoost.EffectData1.Name";"HIRED GUNS";"НАЁМНЫЕ СТВОЛЫ";;"#000000";"#FFFFFF"
"AbilityDefP5.Awareness.EffectData0.Details";"Guardian ECM making this unit harder to hit.";"Guardian ECM снижает шанс попадания по носитею.";;"#000000";"#FFFFFF"
"AbilityDefP5.Awareness.EffectData0.Name";"GECM Interference";"GECM вмешательство";;"#000000";"#FFFFFF"
"AbilityDefP5.AwarenessMeleeDmg.EffectData1.Details";"Takes less Kinetic Damage.";"Получает меньше кинетического урона.";;"#000000";"#FFFFFF"
"AbilityDefP5.AwarenessMeleeDmg.EffectData1.Name";"Reactive Plating";"Реактивное покрытие";;"#000000";"#FFFFFF"
"AbilityDefP5.Description.Details";"Evasive Pips are Immune to Sensor Lock. +1 Melee Defense. -5% Melee Damage taken.";"Шевроны уклонения не снижаются от Sensor Lock. +1 защ. от рукоп. -5% получ. урона рукоп.";;"#000000";"#FFFFFF"
"AbilityDefP5.Description.Name";"Awareness";"Начеку";;"#000000";"#FFFFFF"
"AbilityDefP5.SafeEvasive.EffectData2.Details";"This unit can use its movement before or after shooting.";"Этот юнит может двигаться до или после стрельбы.";;"#000000";"#FFFFFF"
"AbilityDefP5.SafeEvasive.EffectData2.Name";"SafeEvasion";"SafeEvasion";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP81.EffectData1.Details";"This unit generates an extra EVASIVE charge from movement actions (up to its maximum).";"Генерирует доп. шевроны уворота при движении (впоть до своего максимума).";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP81.EffectData1.Name";"EVASIVE MOVE";"МАНЁВР УКЛОНЕНИЯ";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP82.EffectData0.Details";"This unit generates an extra EVASIVE charge from movement actions (up to its maximum).";"Генерирует доп. шевроны уворота при движении (впоть до своего максимума).";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP82.EffectData0.Name";"EVASIVE MOVE";"МАНЁВР УКЛОНЕНИЯ";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP83.EffectData2.Details";"This unit generates an extra EVASIVE charge from movement actions (up to its maximum).";"Генерирует доп. шевроны уворота при движении (впоть до своего максимума).";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP83.EffectData2.Name";"EVASIVE MOVE";"МАНЁВР УКЛОНЕНИЯ";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP83.EffectData3.Details";"This unit generates an extra EVASIVE charge from movement actions (up to its maximum).";"Генерирует доп. шевроны уворота при движении (впоть до своего максимума).";;"#000000";"#FFFFFF"
"AbilityDefP8.AbilityDefP83.EffectData3.Name";"EVASIVE MOVE";"МАНЁВР УКЛОНЕНИЯ";;"#000000";"#FFFFFF"
"AbilityDefP8.Description.Details";"ACTION: Gain enhanced ability to avoid damage for 2 turns, with a flat +2 increase in evasion with any movement. This can exceed your maximum allowed. Visibility and Signature reduced by 50% for the duration. Has a 5 turn cooldown.";"АКТИВАЦИЯ: на 2 хода способность лучше избегать попаданий, с постоянными +2 уклонения при любом движении. Может превышать ваш максимум шевронов уклонения. Визуальная и сенсорная видимости уменьшены на 50%. Перезаряда 5 ходов.";;"#000000";"#FFFFFF"
"AbilityDefP8.Description.Name";"Phantom Mech";"Призрачный мех";;"#000000";"#FFFFFF"
"AbilityDefT5A.AbilityT5AI-immunity.EffectData2.Details";"DEFER ACTION CLEARS UNSTEADY";"ПРОПУСК ХОДА УБИРАЕТ НЕСТАБИЛЬНОСТЬ";;"#000000";"#FFFFFF"
"AbilityDefT5A.AbilityT5AI-immunity.EffectData2.Name";"MASTER TACTICIAN";"МАСТЕР ТАКТИК";;"#000000";"#FFFFFF"
"AbilityDefT5A.AbilityT5AI-morale.EffectData0.Details";"+1 to base Initiative";"+1 к базовой инициативе";;"#000000";"#FFFFFF"
"AbilityDefT5A.AbilityT5AI-morale.EffectData0.Name";"MASTER TACTICIAN";"МАСТЕР ТАКТИК";;"#000000";"#FFFFFF"
"AbilityDefT5A.AbilityT5AI-reserve.EffectData1.Details";"DEFER ACTION CLEARS UNSTEADY";"ПРОПУСК ХОДА УБИРАЕТ НЕСТАБИЛЬНОСТЬ";;"#000000";"#FFFFFF"
"AbilityDefT5A.AbilityT5AI-reserve.EffectData1.Name";"MASTER TACTICIAN";"МАСТЕР ТАКТИК";;"#000000";"#FFFFFF"
"AbilityDefT5A.Description.Details";"PASSIVE: Remove one bar of stability damage when Reserving. +2 Resolve Gain and -50% Critical hits taken. +1 to Initiative and Tactics Rolls.";"ПАССИВНО: при пропуске хода убирает 1 полоску нестабильности. +2 рост Решимости и -50% шанс крита. +1 к броскам инициативы и тактики.";;"#000000";"#FFFFFF"
"AbilityDefT5A.Description.Name";"TACTICIAN";"ТАКТИК";;"#000000";"#FFFFFF"
"AbilityDefT8A.Description.Details";"ACTION: Select a target within sensor range to reveal it until the end of the current round, remove 1 of its EVASIVE charges and Double its Signature and Visibility. Does not End Your Turn. +1 to Initiative and Tactics Rolls.";"АКТИВАЦИЯ: выберите цель в пределах дальности сенсоров чтобы сделать её видимой до конца текущего раунда, убрать 1 шеврон уклонения и удвоить видимость цели, сенсорную и визуальную. Не заканчивает ваш ход. +1 к броскам инициативы и тактики.";;"#000000";"#FFFFFF"
"AbilityDefT8A.Description.Name";"SENSOR LOCK";"СЕНСОРНЫЙ ЗАХВАТ";;"#000000";"#FFFFFF"
"AbilityG5AI.BanditCalledShot.EffectData0.Details";"Called Shots twice as reliable";"Offensive push вдвое надёжнее";;"#000000";"#FFFFFF"
"AbilityG5AI.BanditCalledShot.EffectData0.Name";"Improved Called Shot";"Улучшенный Offensive Push";;"#000000";"#FFFFFF"
"AbilityG5AI.BanditCrits.EffectData1.Details";"Missile weapon attacks have their hit improved by 3.";"Шанс попадания ракетного оружия повышен на 3.";;"#000000";"#FFFFFF"
"AbilityG5AI.BanditCrits.EffectData1.Name";"Missile WEAPON HIT CHANCE IMPROVED";"ШАНС ПОПАДАНИЯ РАКЕТНОГО ОРУЖИЯ ПОВЫШЕН";;"#000000";"#FFFFFF"
"AbilityG5AI.Description.Details";"25% Increased Critical Strike Chance. +6% to Called Shot Multiplier.";"25% выше шанс крита. +6% к offensive push.";;"#000000";"#FFFFFF"
"AbilityG5AI.Description.Name";"Bandit";"Бандит";;"#000000";"#FFFFFF"
"AbilityG5AI.FocusFireCluster.EffectData3.Details";"Substantially increases the clustering of this unit's LRM weapons and boosts the stability damage of SRMs by 50%.";"Существенно увеличивает кучность LRM и увеличивает урон устойчивости SRM на 50%";;"#000000";"#FFFFFF"
"AbilityG5AI.FocusFireCluster.EffectData3.Name";"MISSILERY SUITE";"РАКЕТНЫЙ КОМПЛЕКТ";;"#000000";"#FFFFFF"
"AbilityG5AI.FocusFireRecoil.EffectData2.Details";"Ballistic recoil penalties reduced by 1";"Штраф отдачи от баллистики снижен на 1";;"#000000";"#FFFFFF"
"AbilityG5AI.FocusFireRecoil.EffectData2.Name";"Reduced Recoil";"Уменьшена отдача";;"#000000";"#FFFFFF"
"AbilityG5Bandit.BanditCrits.EffectData0.Details";"Missile weapon attacks have their hit improved by 3.";"Шанс попадания ракетного оружия повышен на 3.";;"#000000";"#FFFFFF"
"AbilityG5Bandit.BanditCrits.EffectData0.Name";"Missile WEAPON HIT CHANCE IMPROVED";"ШАНС ПОПАДАНИЯ РАКЕТНОГО ОРУЖИЯ ПОВЫШЕН";;"#000000";"#FFFFFF"
"AbilityG5Bandit.Description.Details";"25% Increased Critical Strike Chance. +0.5 to Clustering Roll modifiers,";"25% выше шанс крита. +0.5 к броскам на кучность,";;"#000000";"#FFFFFF"
"AbilityG5Bandit.Description.Name";"Bandit";"Бандит";;"#000000";"#FFFFFF"
"AbilityG5Bandit.FocusFireCluster.EffectData1.Details";"Substantially increases the clustering of this unit's LRM weapons and boosts the stability damage of SRMs by 50%.";"Существенно увеличивает кучность LRM и увеличивает урон устойчивости SRM на 50%";;"#000000";"#FFFFFF"
"AbilityG5Bandit.FocusFireCluster.EffectData1.Name";"MISSILERY SUITE";"РАКЕТНЫЙ КОМПЛЕКТ";;"#000000";"#FFFFFF"
"AbilityG5FocusFire.BanditCalledShot.EffectData1.Details";"Called Shots twice as reliable";"Offensive push вдвое надёжнее";;"#000000";"#FFFFFF"
"AbilityG5FocusFire.BanditCalledShot.EffectData1.Name";"Improved Called Shot";"Улучшенный Offensive Push";;"#000000";"#FFFFFF"
"AbilityG5FocusFire.Description.Details";"6% Improved Called Shot Multiplier. -1 Recoil.";"6% к offensive push. -1 отдача.";;"#000000";"#FFFFFF"
"AbilityG5FocusFire.Description.Name";"Focus Fire";"Сконцентрированный огонь";;"#000000";"#FFFFFF"
"AbilityG5FocusFire.FocusFireRecoil.EffectData0.Details";"Ballistic recoil penalties reduced by 1";"Штраф отдачи от баллистики снижен на 1";;"#000000";"#FFFFFF"
"AbilityG5FocusFire.FocusFireRecoil.EffectData0.Name";"Reduced Recoil";"Уменьшена отдача";;"#000000";"#FFFFFF"
"AbilityG8AI.BanditCalledShot.EffectData1.Details";"Called Shots twice as reliable";"Offensive push вдвое надёжнее";;"#000000";"#FFFFFF"
"AbilityG8AI.BanditCalledShot.EffectData1.Name";"Improved Called Shot";"Улучшенный Offensive Push";;"#000000";"#FFFFFF"
"AbilityG8AI.Description.Details";"25% Increased Critical Strike Chance. +6% to Called Shot Multiplier.";"25% выше шанс крита. +6% к offensive push.";;"#000000";"#FFFFFF"
"AbilityG8AI.Description.Name";"Warlord";"Воевода";;"#000000";"#FFFFFF"
"AbilityG8AI.FocusFireCluster.EffectData3.Details";"Substantially increases the clustering of this unit's LRM weapons and boosts the stability damage of SRMs by 50%.";"Существенно увеличивает кучность LRM и увеличивает урон устойчивости SRM на 50%";;"#000000";"#FFFFFF"
"AbilityG8AI.FocusFireCluster.EffectData3.Name";"MISSILERY SUITE";"РАКЕТНЫЙ КОМПЛЕКТ";;"#000000";"#FFFFFF"
"AbilityG8AI.FocusFireRecoil.EffectData2.Details";"Ballistic recoil penalties reduced by 1";"Штраф отдачи от баллистики снижен на 1";;"#000000";"#FFFFFF"
"AbilityG8AI.FocusFireRecoil.EffectData2.Name";"Reduced Recoil";"Уменьшена отдача";;"#000000";"#FFFFFF"
"AbilityG8AI.Warlord-TO-HIT.EffectData0.Details";"+1 Accuracy";"+1 точность";;"#000000";"#FFFFFF"
"AbilityG8AI.Warlord-TO-HIT.EffectData0.Name";"Targeting";"Прицеливание";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.ControlledBurstJamMitigation.EffectData0.Details";"Called Shots twice as reliable";"Offensive push вдвое надёжнее";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.ControlledBurstJamMitigation.EffectData0.Name";"Improved Called Shot";"Улучшенный Offensive Push";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.Description.Details";"ACTION: Gain -10% Heat Generated, -1 Recoil, -20% Jam Chance Multiplier for 2 Turns. 3 Turn Cooldown.";"АКТИВАЦИЯ: даёт -10% нагрева, -1 отдачи, -20% шанса клина на 2 хода. Перезарядка 3 хода.";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.Description.Name";"Controlled Bursts";"Аккуратные очереди";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.FocusFireRecoil.EffectData1.Details";"Ballistic recoil penalties reduced by 1";"Штраф отдачи от баллистики снижен на 1";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.FocusFireRecoil.EffectData1.Name";"Reduced Recoil";"Уменьшена отдача";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.Warlord-Heat2.EffectData2.Details";"-50 Heat";"-50 тепла";;"#000000";"#FFFFFF"
"AbilityG8ControlledBursts.Warlord-Heat2.EffectData2.Name";"Flush Coolant2";"Приток охлаждения2";;"#000000";"#FFFFFF"
"AbilityG8Warlord.Description.Details";"ACTION: Gain +1 Accuracy, +1 to Clustering Roll modifiers, +10% to Called Shot Multiplier. 3 Turn Cooldown.";"АКТИВАЦИЯ: даёт +1 точности, +1 к броскам на кучность, +10% к Offensive Push. Перезарядка 3 хода.";;"#000000";"#FFFFFF"
"AbilityG8Warlord.Description.Name";"Warlord";"Воевода";;"#000000";"#FFFFFF"
"AbilityG8Warlord.WarlordCalledShot.EffectData1.Details";"Called Shots twice as reliable";"Offensive push вдвое надёжнее";;"#000000";"#FFFFFF"
"AbilityG8Warlord.WarlordCalledShot.EffectData1.Name";"Improved Called Shot";"Улучшенный Offensive Push";;"#000000";"#FFFFFF"
"AbilityG8Warlord.WarlordCluster.EffectData2.Details";"Substantially increases the clustering of this unit's LRM weapons and boosts the stability damage of SRMs by 50%.";"Существенно увеличивает кучность LRM и увеличивает урон устойчивости SRM на 50%";;"#000000";"#FFFFFF"
"AbilityG8Warlord.WarlordCluster.EffectData2.Name";"MISSILERY SUITE";"РАКЕТНЫЙ КОМПЛЕКТ";;"#000000";"#FFFFFF"
"AbilityG8Warlord.Warlord-TO-HIT.EffectData0.Details";"+1 Accuracy";"+1 точность";;"#000000";"#FFFFFF"
"AbilityG8Warlord.Warlord-TO-HIT.EffectData0.Name";"Targeting";"Прицеливание";;"#000000";"#FFFFFF"
