id,type,path,version,addedOn,updatedOn,removedOn,assetBundleName,assetBundlePersistent,assetBundleCRC,<IsTemplate>k__BackingField,addendum
guiTxrPort_backerBrewer_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerBrewer_utr.json,0,2018-11-30T10:12:29.9087309Z,2018-11-30T10:12:29.9087309Z,,,False,0,False,False
guiTxrPort_backerBrown_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerBrown_utr.json,0,2018-11-30T10:12:29.9097307Z,2018-11-30T10:12:29.9097307Z,,,False,0,False,False
guiTxrPort_backerChang_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerChang_utr.json,0,2018-11-30T10:12:29.9097307Z,2018-11-30T10:12:29.9097307Z,,,False,0,False,False
guiTxrPort_backerChik_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerChik_utr.json,0,2018-11-30T10:12:29.9107311Z,2018-11-30T10:12:29.9107311Z,,,False,0,False,False
guiTxrPort_backerChung_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerChung_utr.json,0,2018-11-30T10:12:29.9117319Z,2018-11-30T10:12:29.9117319Z,,,False,0,False,False
guiTxrPort_backerCleary_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerCleary_utr.json,0,2018-11-30T10:12:29.9117319Z,2018-11-30T10:12:29.9117319Z,,,False,0,False,False
guiTxrPort_backerDoochin_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerDoochin_utr.json,0,2018-11-30T10:12:29.9127308Z,2018-11-30T10:12:29.9127308Z,,,False,0,False,False
guiTxrPort_backerDoukas_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerDoukas_utr.json,0,2018-11-30T10:12:29.9137309Z,2018-11-30T10:12:29.9137309Z,,,False,0,False,False
guiTxrPort_backerDurand_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerDurand_utr.json,0,2018-11-30T10:12:29.9147310Z,2018-11-30T10:12:29.9147310Z,,,False,0,False,False
guiTxrPort_backerEckett_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerEckett_utr.json,0,2018-11-30T10:12:29.9147310Z,2018-11-30T10:12:29.9147310Z,,,False,0,False,False
guiTxrPort_backerEck_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerEck_utr.json,0,2018-11-30T10:12:29.9157312Z,2018-11-30T10:12:29.9157312Z,,,False,0,False,False
guiTxrPort_backerEndorf_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerEndorf_utr.json,0,2018-11-30T10:12:29.9167313Z,2018-11-30T10:12:29.9167313Z,,,False,0,False,False
guiTxrPort_backerFalkA_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerFalkA_utr.json,0,2018-11-30T10:12:29.9167313Z,2018-11-30T10:12:29.9167313Z,,,False,0,False,False
guiTxrPort_backerFalkM_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerFalkM_utr.json,0,2018-11-30T10:12:29.9187324Z,2018-11-30T10:12:29.9187324Z,,,False,0,False,False
guiTxrPort_backerFielding_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerFielding_utr.json,0,2018-11-30T10:12:29.9197314Z,2018-11-30T10:12:29.9197314Z,,,False,0,False,False
guiTxrPort_backerGibbs_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerGibbs_utr.json,0,2018-11-30T10:12:29.9207318Z,2018-11-30T10:12:29.9207318Z,,,False,0,False,False
guiTxrPort_backerGodfrey_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerGodfrey_utr.json,0,2018-11-30T10:12:29.9217310Z,2018-11-30T10:12:29.9217310Z,,,False,0,False,False
guiTxrPort_backerHardie_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHardie_utr.json,0,2018-11-30T10:12:29.9227311Z,2018-11-30T10:12:29.9227311Z,,,False,0,False,False
guiTxrPort_backerHelterbran_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHelterbran_utr.json,0,2018-11-30T10:12:29.9227311Z,2018-11-30T10:12:29.9227311Z,,,False,0,False,False
guiTxrPort_backerHeysek_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHeysek_utr.json,0,2018-11-30T10:12:29.9237307Z,2018-11-30T10:12:29.9237307Z,,,False,0,False,False
guiTxrPort_backerHill_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHill_utr.json,0,2018-11-30T10:12:29.9427300Z,2018-11-30T10:12:29.9427300Z,,,False,0,False,False
guiTxrPort_backerHollabaugh_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHollabaugh_utr.json,0,2018-11-30T10:12:29.9437301Z,2018-11-30T10:12:29.9437301Z,,,False,0,False,False
guiTxrPort_backerHording_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHording_utr.json,0,2018-11-30T10:12:29.9447300Z,2018-11-30T10:12:29.9447300Z,,,False,0,False,False
guiTxrPort_backerHurtado_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHurtado_utr.json,0,2018-11-30T10:12:29.9447300Z,2018-11-30T10:12:29.9447300Z,,,False,0,False,False
guiTxrPort_backerHuxley_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerHuxley_utr.json,0,2018-11-30T10:12:29.9457298Z,2018-11-30T10:12:29.9457298Z,,,False,0,False,False
guiTxrPort_backerJakes_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerJakes_utr.json,0,2018-11-30T10:12:29.9467296Z,2018-11-30T10:12:29.9467296Z,,,False,0,False,False
guiTxrPort_backerKaufman_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerKaufman_utr.json,0,2018-11-30T10:12:29.9467296Z,2018-11-30T10:12:29.9467296Z,,,False,0,False,False
guiTxrPort_backerKeane_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerKeane_utr.json,0,2018-11-30T10:12:29.9477300Z,2018-11-30T10:12:29.9477300Z,,,False,0,False,False
guiTxrPort_backerKorwes_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerKorwes_utr.json,0,2018-11-30T10:12:29.9487296Z,2018-11-30T10:12:29.9487296Z,,,False,0,False,False
guiTxrPort_backerLemos_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerLemos_utr.json,0,2018-11-30T10:12:29.9487296Z,2018-11-30T10:12:29.9487296Z,,,False,0,False,False
guiTxrPort_backerLeone_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerLeone_utr.json,0,2018-11-30T10:12:29.9507310Z,2018-11-30T10:12:29.9507310Z,,,False,0,False,False
guiTxrPort_backerLiebenow_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerLiebenow_utr.json,0,2018-11-30T10:12:29.9517296Z,2018-11-30T10:12:29.9517296Z,,,False,0,False,False
guiTxrPort_backerLoving_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerLoving_utr.json,0,2018-11-30T10:12:29.9537308Z,2018-11-30T10:12:29.9537308Z,,,False,0,False,False
guiTxrPort_backerMetke_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerMetke_utr.json,0,2018-11-30T10:12:29.9547294Z,2018-11-30T10:12:29.9547294Z,,,False,0,False,False
guiTxrPort_backerMiller_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerMiller_utr.json,0,2018-11-30T10:12:29.9557307Z,2018-11-30T10:12:29.9557307Z,,,False,0,False,False
guiTxrPort_backerMzik_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerMzik_utr.json,0,2018-11-30T10:12:29.9557307Z,2018-11-30T10:12:29.9557307Z,,,False,0,False,False
guiTxrPort_backerNick_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerNick_utr.json,0,2018-11-30T10:12:29.9567297Z,2018-11-30T10:12:29.9567297Z,,,False,0,False,False
guiTxrPort_backerOliver_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerOliver_utr.json,0,2018-11-30T10:12:29.9567297Z,2018-11-30T10:12:29.9567297Z,,,False,0,False,False
guiTxrPort_backerPiazza_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerPiazza_utr.json,0,2018-11-30T10:12:29.9577313Z,2018-11-30T10:12:29.9577313Z,,,False,0,False,False
guiTxrPort_backerReichenbach_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerReichenbach_utr.json,0,2018-11-30T10:12:29.9587296Z,2018-11-30T10:12:29.9587296Z,,,False,0,False,False
guiTxrPort_backerReidinger_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerReidinger_utr.json,0,2018-11-30T10:12:29.9587296Z,2018-11-30T10:12:29.9587296Z,,,False,0,False,False
guiTxrPort_backerReinke_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerReinke_utr.json,0,2018-11-30T10:12:29.9597297Z,2018-11-30T10:12:29.9597297Z,,,False,0,False,False
guiTxrPort_backerRyia_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerRyia_utr.json,0,2018-11-30T10:12:29.9607296Z,2018-11-30T10:12:29.9607296Z,,,False,0,False,False
guiTxrPort_backerSaada_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerSaada_utr.json,0,2018-11-30T10:12:29.9607296Z,2018-11-30T10:12:29.9607296Z,,,False,0,False,False
guiTxrPort_backerSampson_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerSampson_utr.json,0,2018-11-30T10:12:29.9617294Z,2018-11-30T10:12:29.9617294Z,,,False,0,False,False
guiTxrPort_backerShields_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerShields_utr.json,0,2018-11-30T10:12:29.9617294Z,2018-11-30T10:12:29.9617294Z,,,False,0,False,False
guiTxrPort_backerShvartz_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerShvartz_utr.json,0,2018-11-30T10:12:29.9627295Z,2018-11-30T10:12:29.9627295Z,,,False,0,False,False
guiTxrPort_backerSlipais_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerSlipais_utr.json,0,2018-11-30T10:12:29.9637293Z,2018-11-30T10:12:29.9637293Z,,,False,0,False,False
guiTxrPort_backerSwansonA_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerSwansonA_utr.json,0,2018-11-30T10:12:29.9637293Z,2018-11-30T10:12:29.9637293Z,,,False,0,False,False
guiTxrPort_backerThomas_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerThomas_utr.json,0,2018-11-30T10:12:29.9647301Z,2018-11-30T10:12:29.9647301Z,,,False,0,False,False
guiTxrPort_backerVoyls_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerVoyls_utr.json,0,2018-11-30T10:12:29.9657293Z,2018-11-30T10:12:29.9657293Z,,,False,0,False,False
guiTxrPort_backerWoods_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_backerWoods_utr.json,0,2018-11-30T10:12:29.9657293Z,2018-11-30T10:12:29.9657293Z,,,False,0,False,False
guiTxrPort_Castle_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Castle_utr.json,0,2018-11-30T10:12:29.9667297Z,2018-11-30T10:12:29.9667297Z,,,False,0,False,False
guiTxrPort_Centrella_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Centrella_default_utr.json,0,2018-11-30T10:12:29.9687321Z,2018-11-30T10:12:29.9687321Z,,,False,0,False,False
guiTxrPort_ConcordatRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_ConcordatRep_utr.json,0,2018-11-30T10:12:29.9697304Z,2018-11-30T10:12:29.9697304Z,,,False,0,False,False
guiTxrPort_Darius_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Darius_default_utr.json,0,2018-11-30T10:12:29.9717294Z,2018-11-30T10:12:29.9717294Z,,,False,0,False,False
guiTxrPort_DavionRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_DavionRep_utr.json,0,2018-11-30T10:12:29.9727292Z,2018-11-30T10:12:29.9727292Z,,,False,0,False,False
guiTxrPort_Espinosa_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Espinosa_default_utr.json,0,2018-11-30T10:12:29.9737297Z,2018-11-30T10:12:29.9737297Z,,,False,0,False,False
guiTxrPort_Farah_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Farah_default_utr.json,0,2018-11-30T10:12:29.9737297Z,2018-11-30T10:12:29.9737297Z,,,False,0,False,False
guiTxrPort_Jyn_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Jyn_utr.json,0,2018-11-30T10:12:29.9747292Z,2018-11-30T10:12:29.9747292Z,,,False,0,False,False
guiTxrPort_KameaArano01_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_KameaArano01_def_utr.json,0,2018-11-30T10:12:29.9747292Z,2018-11-30T10:12:29.9747292Z,,,False,0,False,False
guiTxrPort_KameaGuard1_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_KameaGuard1_utr.json,0,2018-11-30T10:12:29.9757299Z,2018-11-30T10:12:29.9757299Z,,,False,0,False,False
guiTxrPort_KameaGuard2_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_KameaGuard2_utr.json,0,2018-11-30T10:12:29.9767291Z,2018-11-30T10:12:29.9767291Z,,,False,0,False,False
guiTxrPort_KameaGuard3_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_KameaGuard3_utr.json,0,2018-11-30T10:12:29.9767291Z,2018-11-30T10:12:29.9767291Z,,,False,0,False,False
guiTxrPort_Kamea_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Kamea_default_utr.json,0,2018-11-30T10:12:29.9777290Z,2018-11-30T10:12:29.9777290Z,,,False,0,False,False
guiTxrPort_Kara_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Kara_utr.json,0,2018-11-30T10:12:29.9787291Z,2018-11-30T10:12:29.9787291Z,,,False,0,False,False
guiTxrPort_Karosas_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Karosas_default_utr.json,0,2018-11-30T10:12:29.9787291Z,2018-11-30T10:12:29.9787291Z,,,False,0,False,False
guiTxrPort_Kharak_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Kharak_utr.json,0,2018-11-30T10:12:29.9797292Z,2018-11-30T10:12:29.9797292Z,,,False,0,False,False
guiTxrPort_Klyst_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Klyst_utr.json,0,2018-11-30T10:12:29.9807293Z,2018-11-30T10:12:29.9807293Z,,,False,0,False,False
guiTxrPort_KuritaRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_KuritaRep_utr.json,0,2018-11-30T10:12:29.9817295Z,2018-11-30T10:12:29.9817295Z,,,False,0,False,False
guiTxrPort_LiaoRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_LiaoRep_utr.json,0,2018-11-30T10:12:29.9817295Z,2018-11-30T10:12:29.9817295Z,,,False,0,False,False
guiTxrPort_LocalsRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_LocalsRep_utr.json,0,2018-11-30T10:12:29.9827293Z,2018-11-30T10:12:29.9827293Z,,,False,0,False,False
guiTxrPort_Madeira_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Madeira_default_utr.json,0,2018-11-30T10:12:29.9837288Z,2018-11-30T10:12:29.9837288Z,,,False,0,False,False
guiTxrPort_MagistracyRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_MagistracyRep_utr.json,0,2018-11-30T10:12:29.9847295Z,2018-11-30T10:12:29.9847295Z,,,False,0,False,False
guiTxrPort_MarikRep_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_MarikRep_utr.json,0,2018-11-30T10:12:29.9867289Z,2018-11-30T10:12:29.9867289Z,,,False,0,False,False
guiTxrPort_Mastiff01_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Mastiff01_def_utr.json,0,2018-11-30T10:12:29.9867289Z,2018-11-30T10:12:29.9867289Z,,,False,0,False,False
guiTxrPort_Mastiff_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Mastiff_default_utr.json,0,2018-11-30T10:12:29.9877290Z,2018-11-30T10:12:29.9877290Z,,,False,0,False,False
guiTxrPort_Morphyum_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Morphyum_utr.json,0,2018-11-30T10:12:29.9887291Z,2018-11-30T10:12:29.9887291Z,,,False,0,False,False
guiTxrPort_Ostergaard_default_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_Ostergaard_default_utr.json,0,2018-11-30T10:12:29.9887291Z,2018-11-30T10:12:29.9887291Z,,,False,0,False,False
guiTxrPort_SE01_AranoGuard_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SE01_AranoGuard_def_utr.json,0,2018-11-30T10:12:29.9897287Z,2018-11-30T10:12:29.9897287Z,,,False,0,False,False
guiTxrPort_SE01_AranoMechTech_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SE01_AranoMechTech_def_utr.json,0,2018-11-30T10:12:29.9897287Z,2018-11-30T10:12:29.9897287Z,,,False,0,False,False
guiTxrPort_SE01_CaptainHaust_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SE01_CaptainHaust_def_utr.json,0,2018-11-30T10:12:29.9907288Z,2018-11-30T10:12:29.9907288Z,,,False,0,False,False
guiTxrPort_SE02_EmployerRep_def_utr,PortraitSettings,C:\Program Files (x86)\Steam\steamapps\common\BATTLETECH\Mods\CommanderPortraitLoader\Portraits\guiTxrPort_SE02_EmployerRep_def_utr.json,0,2018-11-30T10:12:29.9917289Z,2018-11-30T10:12:29.9917289Z,,,False,0,False,False
